Date,Seafood_Type,City,Weight_kg,Temperature_C,Fuel_Cost_USD,Demand_Index,Season,Market_Price_USD_per_kg
2004-04-30,Cod,Vishakhapatnam,2.32,29.4,1.96,0.39,High,5.36
2004-04-30,Shrimp,Porbandar,3.14,21.8,0.88,0.48,Low,10.37
2004-05-01,Shrimp,Porbandar,8.85,31.3,0.95,0.53,Low,9.6
2004-05-02,Fish,Mumbai,1.39,30.3,2.03,0.66,High,9.92
2004-05-03,Tilapia,Hyderabad,8.5,21.5,2.64,0.75,High,12.45
2004-05-03,Salmon,Ernakulam,6.72,31.5,1.72,0.51,Low,5.95
2004-05-04,Mackerel,Hyderabad,8.01,18.5,1.17,0.66,Low,11.29
2004-05-04,Cod,Pondicherry,9.82,26.4,0.93,0.55,Low,8.44
2004-05-07,Catfish,Mumbai,5.94,27.1,2.25,0.93,Low,9.57
2004-05-07,Cod,Hyderabad,2.75,23.6,2.99,0.36,Low,9.29
2004-05-09,Cod,Porbandar,8.69,18.2,2.37,0.65,High,15.06
2004-05-09,Cod,Chennai,7.56,20.7,0.98,0.69,High,18.55
2004-05-09,Crab,Ernakulam,8.6,25.8,2.35,0.57,High,17.84
2004-05-10,Lobster,Vishakhapatnam,1.21,19.7,2.31,0.49,High,20.45
2004-05-10,Cod,Vishakhapatnam,6.29,24.3,2.05,0.32,High,4.09
2004-05-11,Crab,Porbandar,6.28,28.8,1.76,0.44,High,9.75
2004-05-12,Shrimp,Daman,9.56,26.2,1.63,0.5,High,12.72
2004-05-15,Lobster,Mumbai,2.12,21.4,0.97,0.65,Low,21.42
2004-05-15,Shrimp,Vishakhapatnam,6.99,30.5,2.85,0.83,High,19.51
2004-05-15,Fish,Pondicherry,7.24,29.1,2.56,0.55,High,8.03
2004-05-16,Shrimp,Visakhapatnam,7.57,20.3,0.84,0.34,Low,7.74
2004-05-16,Fish,Daman,7.14,27.5,2.59,0.57,High,6.0
2004-05-17,Shrimp,Kolkata,1.5,20.4,1.55,0.96,High,26.27
2004-05-19,Catfish,Kolkata,8.98,20.2,0.95,0.81,Low,9.93
2004-05-20,Mackerel,Cuddalore,7.25,21.9,1.41,0.85,Low,11.37
2004-05-22,Mackerel,Thiruvananthapuram,7.53,23.1,1.1,0.25,Low,4.19
2004-05-23,Shrimp,Mangalore,9.66,26.0,0.99,0.21,High,3.33
2004-05-23,Catfish,Mangalore,5.36,22.0,0.84,0.32,High,4.01
2004-05-23,Salmon,Ahmedabad,7.94,30.8,1.35,0.85,High,16.71
2004-05-25,Catfish,Ahmedabad,2.63,18.1,1.31,0.79,Low,8.89
2004-05-29,Cod,Cuddalore,7.88,26.0,1.9,0.56,Low,9.71
2004-05-30,Tuna,Mumbai,6.47,30.4,2.87,0.97,High,20.17
2004-05-31,Crab,Ahmedabad,2.45,31.4,0.93,0.25,High,5.42
2004-05-31,Lobster,Daman,0.95,21.6,0.97,0.56,Low,17.45
2004-06-02,Fish,Panaji,2.36,26.6,2.06,0.47,Low,6.6
2004-06-09,Fish,Kochi,3.61,24.7,2.52,0.44,Low,6.33
2004-06-09,Salmon,Thiruvananthapuram,6.93,22.1,0.93,0.39,High,8.54
2004-06-10,Tilapia,Porbandar,0.95,29.7,1.95,0.61,Low,4.76
2004-06-11,Catfish,Vishakhapatnam,6.54,20.3,1.46,0.93,Low,11.75
2004-06-11,Crab,Pondicherry,3.67,31.4,1.44,0.59,High,15.48
2004-06-12,Catfish,Bengaluru,8.53,26.0,1.44,0.8,High,11.94
2004-06-12,Catfish,Vishakhapatnam,7.08,23.0,1.64,0.94,Low,8.97
2004-06-12,Fish,Daman,2.9,22.8,1.85,0.75,High,10.83
2004-06-16,Fish,Ahmedabad,4.0,27.7,2.02,0.58,High,5.37
2004-06-16,Cod,Kochi,9.76,27.1,2.17,0.23,Low,2.57
2004-06-16,Salmon,Mumbai,3.9,31.1,2.68,0.62,High,16.23
2004-06-17,Tilapia,Surat,0.64,29.6,1.53,0.58,Low,4.36
2004-06-18,Mackerel,Mangalore,8.23,26.6,1.86,0.95,High,14.39
2004-06-18,Crab,Panaji,3.13,25.8,0.82,0.86,Low,22.2
2004-06-19,Salmon,Daman,5.2,31.2,1.21,0.92,High,19.15
2004-06-19,Salmon,Ahmedabad,5.59,19.4,2.72,0.92,High,22.28
2004-06-20,Lobster,Porbandar,5.94,22.5,2.88,0.33,Low,10.45
2004-06-22,Mackerel,Pondicherry,0.67,26.8,1.25,0.7,High,9.64
2004-06-22,Catfish,Chennai,8.67,21.4,1.14,0.46,Low,8.39
2004-06-24,Catfish,Daman,8.27,22.6,2.11,0.3,High,5.79
2004-06-24,Salmon,Visakhapatnam,9.79,21.4,1.48,0.36,Low,7.53
2004-06-25,Mackerel,Bengaluru,7.41,24.0,0.96,0.53,High,9.32
2004-06-25,Mackerel,Pondicherry,5.81,26.7,2.45,0.79,High,13.6
2004-06-25,Tuna,Cuddalore,6.4,19.1,1.45,0.69,Low,11.84
2004-06-26,Lobster,Ernakulam,4.18,21.6,1.81,0.79,Low,26.02
2004-06-26,Fish,Mangalore,9.59,21.4,2.24,0.39,High,6.45
2004-06-27,Cod,Bengaluru,1.84,19.6,2.82,0.44,High,12.47
2004-06-27,Lobster,Ahmedabad,9.14,19.0,1.14,0.54,High,22.23
2004-06-28,Tilapia,Kochi,5.99,25.0,0.87,0.42,High,7.22
2004-06-29,Tuna,Vellore,2.31,30.7,1.05,0.52,High,7.97
2004-06-29,Salmon,Kolkata,3.43,31.8,1.27,0.41,High,8.16
2004-07-01,Lobster,Ahmedabad,1.96,20.6,1.34,0.61,High,21.78
2004-07-01,Crab,Mangalore,1.96,27.7,2.43,0.97,High,24.49
2004-07-02,Salmon,Panaji,3.96,24.7,1.3,0.21,Low,5.88
2004-07-03,Fish,Vellore,5.23,30.2,0.95,0.67,High,7.59
2004-07-05,Fish,Cuddalore,5.97,30.3,2.75,0.73,Low,7.05
2004-07-05,Salmon,Vellore,3.06,27.0,0.9,0.39,Low,7.59
2004-07-05,Lobster,Thiruvananthapuram,2.19,30.2,2.71,0.36,Low,12.2
2004-07-06,Tuna,Chennai,6.78,31.9,1.27,0.37,High,4.84
2004-07-06,Cod,Goa Town,3.31,28.8,1.53,0.89,Low,15.68
2004-07-07,Cod,Cuddalore,4.67,25.7,2.72,0.35,Low,5.97
2004-07-07,Tuna,Panaji,6.69,18.3,2.97,0.4,High,8.39
2004-07-08,Catfish,Bengaluru,5.87,19.9,1.51,0.98,Low,12.31
2004-07-09,Cod,Pondicherry,2.81,26.6,0.88,0.91,High,18.04
2004-07-09,Fish,Kolkata,1.38,31.0,1.63,0.56,Low,5.94
2004-07-11,Mackerel,Kolkata,2.06,29.4,1.25,0.65,High,10.28
2004-07-12,Shrimp,Vellore,6.81,25.8,1.17,0.41,Low,8.39
2004-07-14,Tuna,Ahmedabad,1.51,31.4,2.72,0.28,Low,3.39
2004-07-14,Fish,Ernakulam,9.39,29.2,1.33,0.86,High,12.91
2004-07-14,Lobster,Pondicherry,6.03,28.4,1.46,0.75,Low,23.83
2004-07-15,Tuna,Pondicherry,9.71,26.7,1.37,0.71,Low,9.65
2004-07-16,Crab,Goa Town,6.82,23.3,2.24,0.35,Low,8.71
2004-07-16,Cod,Vishakhapatnam,2.39,21.4,0.86,0.89,High,19.01
2004-07-16,Salmon,Ernakulam,5.41,19.4,1.37,0.98,Low,20.46
2004-07-16,Shrimp,Hyderabad,4.18,28.6,1.06,0.59,Low,11.02
2004-07-17,Tuna,Ahmedabad,3.72,25.2,2.74,0.39,High,8.11
2004-07-17,Fish,Vellore,8.9,28.1,2.53,0.35,Low,3.21
2004-07-17,Fish,Ahmedabad,6.85,24.2,2.72,0.48,Low,9.11
2004-07-18,Tuna,Mumbai,1.13,24.5,1.25,0.9,High,20.42
2004-07-18,Salmon,Mumbai,8.63,26.6,2.92,0.73,Low,12.51
2004-07-18,Cod,Vishakhapatnam,3.52,29.0,1.48,0.7,High,12.6
2004-07-23,Shrimp,Mangalore,8.44,23.3,1.26,0.24,High,6.87
2004-07-24,Mackerel,Mangalore,6.61,21.3,2.12,0.62,High,9.29
2004-07-25,Crab,Ernakulam,7.65,29.2,1.84,0.36,Low,8.99
2004-07-25,Catfish,Ernakulam,7.39,22.7,1.65,0.23,Low,3.0
2004-07-25,Lobster,Mumbai,4.95,20.0,2.36,0.36,High,16.76
2004-07-25,Mackerel,Porbandar,9.05,23.5,1.14,0.32,High,6.59
2004-07-25,Crab,Panaji,7.25,28.5,1.99,0.43,High,12.37
2004-07-26,Crab,Ernakulam,8.85,25.6,0.88,0.5,High,13.65
2004-07-26,Fish,Ernakulam,5.93,31.7,1.99,0.62,High,7.73
2004-07-26,Fish,Chennai,5.38,22.5,1.95,0.98,Low,12.33
2004-07-26,Mackerel,Pondicherry,8.62,29.2,1.77,0.69,High,11.45
2004-07-27,Fish,Goa Town,3.28,29.4,1.94,0.94,High,12.47
2004-07-28,Lobster,Ernakulam,2.48,18.7,1.25,0.81,Low,25.58
2004-07-28,Catfish,Porbandar,7.06,32.0,2.01,0.86,Low,4.93
2004-07-29,Crab,Kolkata,9.62,18.8,2.88,0.51,Low,12.78
2004-07-30,Lobster,Daman,8.04,19.4,2.35,0.21,Low,9.23
2004-07-31,Mackerel,Surat,2.75,23.4,2.87,0.69,High,11.05
2004-07-31,Catfish,Kochi,1.86,22.4,2.69,0.67,High,11.34
2004-08-03,Salmon,Goa Town,4.99,23.3,2.47,0.73,Low,14.9
2004-08-04,Tilapia,Bengaluru,9.2,21.6,1.93,0.68,High,12.77
2004-08-07,Fish,Vishakhapatnam,1.55,24.8,1.27,0.88,High,12.73
2004-08-07,Tilapia,Thiruvananthapuram,5.82,25.3,1.4,0.33,Low,5.75
2004-08-08,Crab,Mumbai,7.61,27.8,1.04,0.9,High,25.63
2004-08-08,Cod,Vellore,2.9,29.8,2.4,0.41,Low,4.1
2004-08-09,Tilapia,Mangalore,6.96,18.0,1.52,0.46,High,8.71
2004-08-09,Catfish,Hyderabad,1.69,18.3,1.39,0.57,Low,6.53
2004-08-09,Fish,Daman,5.19,22.3,2.41,0.86,High,13.27
2004-08-09,Fish,Visakhapatnam,8.78,23.9,2.08,0.76,High,8.96
2004-08-09,Tilapia,Vellore,2.79,24.3,1.54,0.66,High,9.56
2004-08-10,Crab,Goa Town,1.81,20.0,2.46,0.57,High,18.38
2004-08-10,Tuna,Panaji,5.03,30.6,2.18,0.8,High,15.21
2004-08-11,Lobster,Kolkata,9.41,24.5,2.2,0.48,High,18.43
2004-08-11,Fish,Pondicherry,0.69,25.8,2.9,0.57,Low,6.44
2004-08-13,Fish,Bengaluru,9.8,22.7,1.24,0.75,Low,8.77
2004-08-14,Salmon,Cuddalore,1.65,26.1,1.53,0.54,Low,9.14
2004-08-15,Catfish,Vishakhapatnam,5.43,20.6,1.77,0.43,High,7.31
2004-08-18,Mackerel,Panaji,9.88,22.3,2.19,0.99,High,19.32
2004-08-18,Salmon,Pondicherry,1.16,31.5,1.62,0.59,Low,10.02
2004-08-18,Fish,Kochi,3.43,20.7,1.18,0.69,High,9.77
2004-08-19,Tilapia,Pondicherry,9.59,20.4,2.97,0.57,High,10.8
2004-08-20,Tuna,Daman,4.4,20.7,2.84,0.87,High,18.11
2004-08-20,Fish,Vellore,2.06,29.6,2.82,0.62,High,7.53
2004-08-22,Lobster,Ahmedabad,8.63,19.9,1.42,0.59,High,20.31
2004-08-23,Crab,Thiruvananthapuram,4.5,26.3,2.65,0.67,High,18.0
2004-08-23,Crab,Vishakhapatnam,2.14,20.3,1.73,0.46,Low,9.3
2004-08-28,Salmon,Panaji,2.15,25.3,2.35,0.33,Low,8.66
2004-08-28,Shrimp,Daman,4.84,23.3,2.47,0.84,High,20.79
2004-08-29,Lobster,Vellore,8.55,25.0,1.4,0.64,High,21.49
2004-08-29,Catfish,Ahmedabad,6.73,24.0,1.13,0.86,High,12.74
2004-08-30,Tuna,Goa Town,9.59,23.9,1.17,0.28,High,6.79
2004-08-30,Crab,Mangalore,4.04,28.3,1.26,0.41,Low,6.55
2004-08-30,Tilapia,Bengaluru,6.25,23.0,2.16,0.56,Low,7.62
2004-08-30,Lobster,Pondicherry,3.15,23.0,1.72,0.69,High,25.05
2004-09-01,Cod,Bengaluru,7.45,19.3,0.96,0.22,Low,4.84
2004-09-02,Salmon,Ahmedabad,5.58,20.8,0.8,0.23,High,4.21
2004-09-04,Shrimp,Chennai,1.34,30.6,2.08,0.96,Low,19.05
2004-09-06,Lobster,Bengaluru,9.62,24.7,1.56,0.32,Low,10.12
2004-09-06,Crab,Daman,7.14,24.8,1.58,0.87,High,23.54
2004-09-07,Shrimp,Hyderabad,5.16,20.3,2.9,0.71,High,20.15
2004-09-07,Shrimp,Mangalore,3.47,19.1,2.34,0.48,High,12.35
2004-09-07,Mackerel,Mangalore,5.04,31.6,2.37,0.57,Low,6.96
2004-09-09,Fish,Vishakhapatnam,5.09,23.6,2.6,0.64,Low,8.95
2004-09-09,Mackerel,Mangalore,4.95,27.8,1.78,0.41,High,4.71
2004-09-11,Catfish,Daman,7.47,25.6,1.98,0.48,High,7.86
2004-09-11,Tuna,Porbandar,6.24,25.7,1.17,0.27,Low,4.27
2004-09-15,Salmon,Ahmedabad,5.02,18.0,1.11,0.5,High,13.1
2004-09-16,Tuna,Goa Town,0.82,29.5,1.53,0.82,Low,11.15
2004-09-18,Mackerel,Surat,4.62,23.2,2.06,0.71,Low,9.57
2004-09-18,Tuna,Daman,8.94,18.9,0.82,0.67,Low,13.5
2004-09-19,Cod,Chennai,3.44,18.0,1.51,0.3,High,10.06
2004-09-20,Catfish,Goa Town,7.97,29.5,2.2,0.21,Low,2.86
2004-09-20,Mackerel,Panaji,2.5,25.8,1.2,0.96,High,14.58
2004-09-20,Lobster,Vishakhapatnam,5.88,29.9,1.82,0.71,Low,18.68
2004-09-21,Tilapia,Chennai,1.13,28.5,0.96,0.21,High,4.3
2004-09-22,Fish,Chennai,5.71,27.6,1.46,0.29,Low,4.06
2004-09-24,Tuna,Cuddalore,7.19,25.5,0.91,0.65,High,9.13
2004-09-25,Lobster,Daman,5.15,30.7,1.76,0.86,Low,23.92
2004-09-26,Tuna,Mumbai,2.72,20.6,1.77,0.4,High,9.99
2004-09-27,Catfish,Vishakhapatnam,2.01,22.6,1.59,0.3,High,5.43
2004-09-28,Cod,Bengaluru,2.46,25.1,1.89,0.66,High,15.08
2004-09-28,Fish,Bengaluru,3.5,24.6,2.18,0.98,High,13.79
2004-09-29,Shrimp,Daman,7.61,21.4,2.82,0.78,High,19.51
2004-09-29,Mackerel,Vishakhapatnam,7.55,24.3,2.03,0.5,High,10.58
2004-09-30,Mackerel,Visakhapatnam,3.22,26.0,1.3,0.43,Low,7.6
2004-09-30,Tuna,Ernakulam,8.33,20.6,1.84,0.98,High,19.56
2004-10-02,Crab,Daman,0.94,20.9,2.21,0.27,Low,6.8
2004-10-04,Cod,Cuddalore,2.02,29.5,2.08,0.58,Low,7.53
2004-10-04,Cod,Kochi,7.94,20.1,2.9,0.94,High,21.21
2004-10-04,Lobster,Mangalore,9.49,22.6,2.75,0.59,High,21.89
2004-10-05,Mackerel,Panaji,6.84,27.0,2.8,0.99,Low,14.75
2004-10-07,Cod,Daman,8.57,22.3,1.06,0.79,Low,12.92
2004-10-08,Fish,Kochi,1.01,27.4,2.91,0.56,Low,7.18
2004-10-10,Catfish,Ernakulam,1.29,21.4,0.98,0.31,Low,6.78
2004-10-12,Fish,Panaji,1.81,19.4,2.7,0.89,High,15.53
2004-10-12,Fish,Cuddalore,6.31,19.4,2.61,0.68,Low,9.96
2004-10-13,Crab,Cuddalore,1.36,27.2,1.53,0.4,High,11.11
2004-10-16,Cod,Kochi,7.02,22.5,1.53,0.27,Low,5.26
2004-10-16,Fish,Mangalore,4.79,20.0,2.75,0.75,Low,8.48
2004-10-18,Salmon,Porbandar,5.43,22.3,2.11,0.24,Low,6.23
2004-10-18,Shrimp,Chennai,7.88,28.2,1.42,0.24,High,4.8
2004-10-18,Catfish,Goa Town,4.8,28.3,2.78,0.58,High,6.49
2004-10-19,Salmon,Surat,2.77,23.1,1.09,0.82,High,18.22
2004-10-20,Mackerel,Surat,5.14,27.3,2.06,0.26,Low,1.93
2004-10-20,Cod,Vishakhapatnam,8.79,26.5,2.35,0.36,Low,5.45
2004-10-21,Salmon,Daman,8.5,29.5,1.43,0.24,Low,4.84
2004-10-21,Shrimp,Goa Town,2.64,24.9,2.42,0.25,High,8.4
2004-10-21,Shrimp,Panaji,4.0,21.0,2.22,0.86,High,24.21
2004-10-21,Lobster,Mangalore,5.8,25.4,1.31,0.77,High,26.1
2004-10-23,Lobster,Porbandar,2.26,27.1,2.12,0.38,Low,10.34
2004-10-23,Shrimp,Mumbai,6.06,30.7,1.01,0.86,Low,16.62
2004-10-26,Lobster,Visakhapatnam,5.4,21.4,1.53,0.26,High,11.4
2004-10-27,Shrimp,Ahmedabad,8.76,21.8,1.36,0.7,Low,13.66
2004-10-28,Shrimp,Hyderabad,3.42,31.6,2.29,0.52,High,13.34
2004-10-30,Mackerel,Kolkata,4.2,18.9,2.9,0.4,Low,5.86
2004-10-31,Fish,Kochi,8.08,26.0,2.49,0.2,Low,3.37
2004-10-31,Mackerel,Mumbai,1.93,20.2,2.97,0.77,High,15.17
2004-10-31,Shrimp,Ernakulam,1.31,19.4,2.37,0.4,Low,9.48
2004-10-31,Catfish,Kochi,1.73,31.2,1.47,0.6,Low,2.96
2004-11-01,Tuna,Bengaluru,2.16,27.3,1.87,0.73,High,11.06
2004-11-01,Lobster,Kolkata,9.54,23.8,2.61,0.52,Low,16.96
2004-11-03,Fish,Vishakhapatnam,6.56,30.0,2.07,0.61,High,8.2
2004-11-03,Tuna,Panaji,3.69,21.6,2.12,0.23,Low,6.65
2004-11-03,Cod,Daman,2.88,27.3,2.53,0.65,High,13.96
2004-11-05,Catfish,Visakhapatnam,5.83,21.2,2.36,0.77,Low,8.6
2004-11-05,Mackerel,Mumbai,7.93,31.2,2.62,0.51,Low,8.04
2004-11-05,Catfish,Visakhapatnam,4.57,27.8,2.75,0.53,Low,4.29
2004-11-07,Catfish,Hyderabad,3.45,24.8,1.55,0.45,Low,6.69
2004-11-07,Salmon,Visakhapatnam,0.61,19.1,2.23,0.76,Low,15.13
2004-11-07,Tilapia,Ernakulam,8.04,30.6,1.66,0.98,High,11.97
2004-11-08,Lobster,Vellore,1.82,21.6,0.82,0.66,High,25.37
2004-11-10,Mackerel,Ernakulam,4.64,22.5,1.04,0.79,High,13.55
2004-11-12,Salmon,Hyderabad,4.01,26.7,1.8,0.56,High,12.44
2004-11-12,Salmon,Surat,6.42,23.3,1.13,0.56,Low,10.27
2004-11-12,Shrimp,Kochi,3.55,24.7,0.85,0.87,Low,16.76
2004-11-12,Tilapia,Hyderabad,7.6,28.2,1.75,0.84,Low,9.43
2004-11-13,Tuna,Cuddalore,6.91,24.6,2.87,0.82,Low,13.6
2004-11-16,Cod,Visakhapatnam,8.47,27.4,1.24,0.68,Low,11.0
2004-11-16,Tuna,Visakhapatnam,3.05,26.3,2.24,0.7,Low,11.05
2004-11-17,Salmon,Goa Town,4.44,22.3,1.46,0.53,High,13.32
2004-11-19,Lobster,Hyderabad,2.62,27.8,1.32,0.7,Low,21.51
2004-11-19,Lobster,Visakhapatnam,9.22,22.5,1.75,0.24,Low,9.08
2004-11-21,Lobster,Mangalore,3.58,22.5,2.52,0.67,Low,20.72
2004-11-21,Tilapia,Kolkata,1.98,20.1,2.55,0.44,High,8.91
2004-11-22,Salmon,Porbandar,6.96,22.0,1.89,0.48,High,10.9
2004-11-22,Shrimp,Porbandar,4.72,28.3,2.24,0.36,High,8.13
2004-11-24,Crab,Vellore,9.68,22.9,2.56,1.0,High,27.71
2004-11-24,Tuna,Pondicherry,9.91,28.4,2.86,0.81,High,15.13
2004-11-26,Crab,Mumbai,1.47,19.8,2.12,0.92,High,27.76
2004-11-28,Lobster,Cuddalore,4.03,22.4,0.91,0.58,High,20.79
2004-11-29,Shrimp,Panaji,7.32,19.5,1.09,0.66,Low,15.13
2004-11-30,Mackerel,Goa Town,5.88,26.5,2.52,0.32,Low,4.02
2004-11-30,Lobster,Pondicherry,6.62,18.4,2.3,0.56,Low,19.14
2004-12-02,Tilapia,Daman,3.89,25.3,0.93,1.0,Low,13.06
2004-12-03,Cod,Daman,7.93,28.8,2.92,0.84,Low,13.39
2004-12-03,Crab,Ernakulam,3.3,22.4,0.84,0.9,Low,22.35
2004-12-04,Mackerel,Chennai,3.09,25.6,1.17,0.8,High,13.67
2004-12-04,Shrimp,Vishakhapatnam,1.97,23.9,1.03,0.56,High,15.22
2004-12-05,Tuna,Goa Town,9.26,22.2,2.99,0.93,Low,15.67
2004-12-07,Tuna,Vishakhapatnam,5.92,20.3,2.19,0.95,High,18.19
2004-12-09,Mackerel,Vellore,5.92,21.9,1.26,0.56,High,9.1
2004-12-10,Mackerel,Vellore,2.79,18.8,2.02,0.32,High,7.35
2004-12-10,Crab,Pondicherry,3.86,22.5,2.04,0.43,High,12.2
2004-12-13,Mackerel,Ernakulam,0.8,30.8,2.23,0.31,High,5.34
2004-12-13,Shrimp,Bengaluru,6.7,26.9,1.56,0.7,Low,11.04
2004-12-14,Catfish,Mumbai,2.81,20.5,1.85,0.36,High,3.94
2004-12-14,Shrimp,Cuddalore,5.7,27.8,2.31,0.57,Low,12.27
2004-12-16,Fish,Vellore,8.5,31.5,2.36,0.73,Low,6.29
2004-12-17,Cod,Bengaluru,5.0,25.8,1.24,0.49,Low,7.89
2004-12-17,Fish,Goa Town,9.09,30.6,0.99,0.99,Low,11.17
2004-12-18,Catfish,Surat,1.3,25.7,1.74,0.95,Low,8.32
2004-12-18,Mackerel,Goa Town,2.71,28.1,1.96,0.56,Low,7.68
2004-12-18,Cod,Ernakulam,3.15,31.5,2.44,0.27,Low,5.19
2004-12-19,Tilapia,Surat,3.21,21.0,1.27,0.54,High,10.46
2004-12-19,Tuna,Surat,1.64,23.7,2.32,0.63,High,12.13
2004-12-20,Lobster,Porbandar,0.71,28.3,1.23,0.87,High,29.92
2004-12-22,Cod,Goa Town,2.99,25.2,1.19,0.23,Low,4.74
2004-12-23,Fish,Vellore,4.23,29.2,1.32,0.7,Low,6.85
2004-12-24,Salmon,Mumbai,9.55,25.4,2.01,0.64,Low,13.12
2004-12-25,Tuna,Surat,2.59,20.6,1.98,0.48,High,10.36
2004-12-25,Cod,Kochi,3.25,19.0,1.62,0.86,Low,15.46
2004-12-26,Salmon,Pondicherry,5.63,21.7,1.87,0.49,Low,10.89
2004-12-29,Salmon,Cuddalore,7.48,21.3,2.4,0.26,Low,5.8
2005-01-01,Fish,Daman,6.7,26.8,2.71,0.93,Low,8.5
2005-01-02,Catfish,Bengaluru,2.35,29.0,1.0,0.45,Low,2.71
2005-01-03,Fish,Mumbai,2.79,31.3,2.52,0.87,Low,8.92
2005-01-04,Tilapia,Panaji,9.14,30.0,1.99,0.98,Low,11.68
2005-01-04,Tuna,Daman,5.29,30.5,1.73,0.7,Low,9.02
2005-01-05,Tilapia,Ahmedabad,5.99,26.9,2.43,0.38,High,3.82
2005-01-05,Tilapia,Hyderabad,9.84,30.7,1.47,0.76,High,7.36
2005-01-08,Catfish,Ernakulam,8.39,21.5,2.85,0.29,Low,3.12
2005-01-10,Fish,Panaji,1.08,24.7,0.9,0.45,Low,5.4
2005-01-11,Catfish,Hyderabad,3.93,22.6,2.7,0.51,High,8.81
2005-01-11,Tuna,Chennai,0.92,25.1,1.85,0.83,High,17.18
2005-01-11,Shrimp,Surat,1.11,31.4,2.88,0.69,High,14.25
2005-01-11,Tuna,Thiruvananthapuram,3.51,19.0,1.54,0.94,Low,13.4
2005-01-12,Fish,Kochi,9.51,20.4,1.26,0.24,Low,4.46
2005-01-15,Mackerel,Kochi,3.42,22.7,1.26,0.2,Low,3.93
2005-01-16,Tilapia,Goa Town,4.63,27.7,2.39,0.52,Low,8.14
2005-01-16,Catfish,Ernakulam,6.73,23.0,2.28,0.78,High,11.02
2005-01-17,Mackerel,Bengaluru,4.04,22.4,1.14,0.85,Low,10.54
2005-01-18,Tuna,Kolkata,4.48,31.8,2.08,0.67,Low,10.08
2005-01-18,Mackerel,Thiruvananthapuram,9.24,21.0,0.88,0.87,Low,11.98
2005-01-18,Tilapia,Kolkata,6.99,23.6,1.27,0.38,Low,4.69
2005-01-19,Mackerel,Vishakhapatnam,4.11,28.7,1.06,0.99,High,13.96
2005-01-20,Lobster,Vellore,4.71,23.2,2.8,0.71,Low,17.9
2005-01-24,Fish,Kolkata,5.64,27.0,2.85,0.46,High,6.04
2005-01-25,Tuna,Porbandar,2.44,23.9,2.29,0.22,High,6.55
2005-01-25,Tuna,Pondicherry,8.61,23.4,1.4,0.5,Low,8.79
2005-01-27,Fish,Ahmedabad,8.86,23.2,2.51,0.48,Low,4.88
2005-01-27,Cod,Mangalore,8.95,29.7,2.52,0.62,High,13.03
2005-01-28,Shrimp,Mangalore,8.08,22.4,1.39,0.73,High,17.01
2005-01-28,Salmon,Visakhapatnam,2.98,20.7,2.34,0.53,Low,10.57
2005-01-29,Salmon,Kolkata,4.31,20.7,2.06,0.61,High,14.68
2005-01-29,Tuna,Pondicherry,4.3,25.4,1.3,0.94,High,16.58
2005-01-29,Cod,Mumbai,3.64,24.6,2.76,0.8,Low,14.45
2005-01-30,Mackerel,Bengaluru,4.2,26.9,1.37,0.7,Low,11.36
2005-01-31,Tuna,Ahmedabad,2.73,25.0,2.91,0.26,Low,5.27
2005-02-01,Catfish,Pondicherry,9.4,19.8,1.74,0.98,High,13.82
2005-02-02,Crab,Panaji,8.57,18.4,1.34,0.46,High,14.34
2005-02-02,Salmon,Vishakhapatnam,3.03,31.1,2.66,0.52,High,10.8
2005-02-03,Catfish,Kolkata,3.59,18.1,0.93,0.93,Low,10.22
2005-02-04,Lobster,Daman,3.83,27.8,1.66,0.3,Low,10.96
2005-02-06,Cod,Kochi,8.96,22.4,2.04,0.75,High,16.52
2005-02-06,Cod,Surat,6.39,29.3,1.66,0.34,Low,4.55
2005-02-07,Tilapia,Surat,2.01,23.3,1.06,0.75,High,11.5
2005-02-08,Tilapia,Mumbai,2.84,31.2,1.42,0.87,Low,8.03
2005-02-09,Tilapia,Vishakhapatnam,5.54,21.4,2.96,0.85,Low,13.85
2005-02-13,Shrimp,Chennai,0.92,30.5,2.55,0.41,High,8.27
2005-02-14,Shrimp,Hyderabad,0.8,25.9,2.39,0.33,High,7.79
2005-02-15,Shrimp,Vishakhapatnam,9.45,29.2,0.95,0.22,High,4.28
2005-02-15,Cod,Ahmedabad,7.51,25.9,1.2,0.77,Low,11.9
2005-02-16,Fish,Cuddalore,1.42,23.8,2.33,0.9,Low,10.99
2005-02-19,Mackerel,Ahmedabad,3.95,20.4,0.96,0.23,High,2.93
2005-02-19,Cod,Goa Town,2.27,26.5,2.41,0.55,High,12.07
2005-02-20,Tilapia,Surat,9.46,21.5,1.35,0.86,Low,11.4
2005-02-21,Shrimp,Thiruvananthapuram,5.69,23.0,1.55,0.95,High,25.0
2005-02-25,Salmon,Mangalore,6.35,30.3,0.87,0.41,High,5.33
2005-02-25,Fish,Surat,2.68,23.9,1.82,0.46,High,8.32
2005-02-25,Crab,Porbandar,1.7,22.4,0.82,0.54,High,14.35
2005-02-28,Crab,Ahmedabad,9.54,24.2,1.46,0.69,High,17.82
2005-02-28,Tilapia,Vellore,5.75,20.6,2.39,0.68,Low,10.85
2005-03-01,Shrimp,Chennai,1.74,24.9,2.36,0.32,Low,9.1
2005-03-03,Fish,Bengaluru,8.61,31.9,0.84,0.75,High,11.38
2005-03-04,Lobster,Vellore,8.84,24.8,2.78,0.27,High,10.82
